tarih,delta_gercek,ar_gercek,pe_gercek,delta_tuzel,ar_tuzel,pe_tuzel,delta_toplam,ar_toplam,pe_toplam,ar_gercek_usd,pe_gercek_usd,ar_gercek_eur,pe_gercek_eur,ar_gercek_diger,pe_gercek_diger,ar_gercek_maden,pe_gercek_maden,ar_tuzel_usd,pe_tuzel_usd,ar_tuzel_eur,pe_tuzel_eur,ar_tuzel_diger,pe_tuzel_diger,ar_tuzel_maden,pe_tuzel_maden,artik_gercek,esik_gercek,artik_tuzel,esik_tuzel,artik_toplam,esik_toplam
2025-05-02,-565.1999999999971,-119.342034,-445.795966,-772.1999999999971,-705.38122,-66.82978,-1337.3000000000175,-824.723254,-512.625746,-250.183,0.0,87.104966,-18.115966,-27.926,0.0,71.662,-427.68,240.241,0.0,-893.74322,-21.93178,-107.366,0.0,55.487,-44.898,-0.061999999997055966,25.0,0.011000000002894694,25.0,0.048999999982584086,25.0
2025-05-09,14.60000000000582,-496.762534,511.302534,-397.1000000000058,-213.926552,-183.147448,-382.5,-710.689086,328.155086,-375.576,0.0,-84.812534,-216.102466,-43.233,0.0,6.859,727.405,-588.459,0.0,268.682448,-253.853448,21.774,0.0,84.076,70.706,0.060000000005857146,25.0,-0.02600000000583691,25.0,0.033999999999991815,25.0
2025-05-16,-2023.9000000000087,-86.591416,-1937.308584,505.40000000000873,951.267237,-445.869237,-1518.5,864.675821,-2383.177821,-467.766,0.0,71.118584,-241.415584,-29.349,0.0,339.405,-1695.893,20.952,0.0,965.519237,-276.553237,-16.79,0.0,-18.414,-169.316,-8.640199666842818e-12,25.0,0.0020000000087065928,25.0,0.0020000000004074536,32.47853642
2025-05-23,1946.699999999997,-227.107229,2173.839229,-467.70000000001164,-1114.964807,647.297807,1479.0,-1342.072036,2821.137036,-56.454,0.0,-101.639229,400.805229,59.808,0.0,-128.822,1773.034,-372.197,0.0,-688.603807,471.183807,-63.919,0.0,9.755,176.114,-0.03200000000288128,25.0,-0.03300000001161152,25.0,-0.06500000000005457,41.63209072
2025-05-30,-1175.7999999999884,-496.187294,-679.648706,-74.09999999999127,-27.165026,-46.969974,-1249.8999999999942,-523.35232,-726.61868,-333.108,0.0,-12.882294,29.193294,-99.93,0.0,-50.267,-708.842,-65.207,0.0,160.276974,22.427026,-102.697,0.0,-19.538,-69.397,0.036000000011654265,25.0,0.03500000000872916,25.0,0.0710000000058244,25.0
2025-06-06,710.3999999999942,-318.044094,1028.480094,-1995.4000000000087,-2276.801802,281.458802,-1285.0,-2594.845896,1309.938896,-38.133,0.0,-85.315094,157.158094,-42.12,0.0,-152.476,871.322,-592.089,0.0,-1662.631802,194.049802,92.206,0.0,-114.287,87.409,-0.03600000000596992,25.0,-0.05700000000877026,25.58260604,-0.09300000000030195,39.04784792
2025-06-13,1337.199999999997,129.708312,1207.447688,3251.2000000000116,2807.353827,443.820173,4588.399999999994,2937.062139,1651.267861,0.546,0.0,58.990312,302.259688,-159.178,0.0,229.35,905.188,1730.892,0.0,992.164827,357.538173,25.096,0.0,59.201,86.282,0.04399999999714055,25.0,0.026000000011720203,32.51174,0.06999999999402462,45.8833
2025-06-20,-817.6999999999971,50.322428,-867.959428,-668.5,-527.349664,-141.194336,-1486.1999999999825,-477.027236,-1009.153764,-123.753,0.0,153.069428,-64.681428,-172.342,0.0,193.348,-803.278,-256.946,0.0,-164.046664,-68.435336,-118.147,0.0,11.79,-72.759,-0.06299999999703232,25.0,0.0439999999999543,25.0,-0.018999999982497684,25.0
2025-06-27,-729.8999999999942,-50.794257,-679.076743,1209.0,727.946458,481.124542,479.19999999998254,677.152201,-197.952201,-169.716,0.0,1.601743,507.230257,-159.782,0.0,277.102,-1186.307,575.51,0.0,161.180458,589.755542,66.142,0.0,-74.886,-108.631,-0.028999999994198333,25.0,-0.07100000000002638,25.0,-1.745092959026806e-11,25.0
2025-07-04,435.1999999999971,-463.741063,898.865063,-3379.300000000003,-3606.376957,227.027957,-2944.1999999999825,-4070.11802,1125.89302,-230.31,0.0,-35.132063,142.937063,-0.658,0.0,-197.641,755.928,-2355.947,0.0,-1129.278957,169.666957,-79.417,0.0,-41.734,57.361,0.07599999999706597,25.0,0.048999999997050736,38.33404914,0.02500000001737135,51.9601104
2025-07-11,-319.5,-127.641791,-191.856209,1244.699999999997,1485.913949,-241.169949,925.1999999999825,1358.272158,-433.026158,-118.98,0.0,38.004209,-214.245209,-11.611,0.0,-35.055,22.389,571.33,0.0,923.402949,-248.200949,-24.198,0.0,15.379,7.031,-0.001999999999981128,25.0,-0.044000000002910156,25.0,-0.0460000000174432,25.0
2025-07-18,167.1999999999971,112.520945,54.694055,1762.699999999997,1878.41664,-115.77664,1929.9000000000233,1990.937585,-61.082585,-75.363,0.0,190.145945,-104.160945,-10.672,0.0,8.41,158.855,328.26,0.0,1503.93264,-127.66664,38.774,0.0,7.45,11.89,-0.015000000002906688,25.0,0.059999999997174314,25.0,0.04500000002338567,25.0
2025-07-25,165.1999999999971,83.077868,82.182132,1387.1000000000058,1130.757603,256.371397,1552.3999999999942,1213.835471,338.553529,11.992,0.0,3.907868,207.307132,-15.256,0.0,82.434,-125.125,637.482,0.0,404.693603,259.147397,57.783,0.0,30.799,-2.776,-0.06000000000290129,25.0,-0.028999999994198333,25.0,0.010999999994055543,25.0
2025-08-01,-820.8000000000029,-0.926182,-819.901818,-2515.300000000003,-1824.524739,-690.768261,-3336.2000000000116,-1825.450921,-1510.670079,-192.897,0.0,137.556818,-508.025818,-59.34,0.0,113.754,-311.876,-1463.538,0.0,-383.493739,-651.329261,45.739,0.0,-23.232,-39.439,0.027999999997177838,25.0,-0.007000000002904017,25.15293,-0.07900000001154694,33.36121
2025-08-08,1628.2000000000116,242.318687,1385.831313,1804.8999999999942,1292.046924,512.798076,3433.0,1534.365611,1898.629389,287.247,0.0,-166.728313,313.732313,34.77,0.0,87.03,1072.099,826.915,0.0,428.948924,409.993076,63.872,0.0,-27.689,102.805,0.050000000011777956,25.0,0.05499999999415195,25.0,0.005000000000109139,34.32995
2025-08-15,-1052.7000000000116,-427.45726,-625.24774,-314.1999999999971,-398.852988,84.677988,-1366.7999999999884,-826.310248,-540.569752,-390.038,0.0,-66.65726,124.62526,14.913,0.0,14.325,-749.873,-816.416,0.0,498.409012,150.772988,-98.929,0.0,18.083,-66.095,0.004999999988399395,25.0,-0.02499999999710667,25.0,0.08000000001163698,25.0
2025-08-22,-105.69999999999709,-76.579425,-29.059575,2001.300000000003,2091.860679,-90.532679,1895.6000000000058,2015.281254,-119.592254,-48.174,0.0,2.069575,-55.823575,-23.271,0.0,-7.204,26.764,1639.439,0.0,394.230679,-93.044679,73.12,0.0,-14.929,2.512,-0.06099999999709027,25.0,-0.027999999996978886,25.0,-0.08899999999417219,25.0
2025-08-29,1240.4000000000087,205.412846,1034.960154,-4117.0,-4254.75792,137.70892,-2876.600000000006,-4049.345074,1172.669074,-35.625,0.0,139.814846,22.601154,-1.942,0.0,103.165,1012.359,-2296.151,0.0,-1963.35092,45.44492,-10.925,0.0,15.669,92.264,0.027000000008683855,25.0,0.049000000000006594,43.9246684,0.07599999999411011,52.22014148
2025-09-05,3249.2999999999884,940.570804,2308.702196,2189.5,1893.095613,296.470387,5438.799999999988,2833.666417,2605.172583,346.42,0.0,302.912804,76.597196,24.606,0.0,266.632,2232.105,1041.248,0.0,910.707613,94.737387,-89.742,0.0,30.882,201.733,0.026999999988220225,32.49273,-0.06599999999997408,25.0,-0.039000000011583325,54.38839
2025-09-12,1978.0,795.089205,1182.950795,791.6999999999971,643.914146,147.717854,2769.7000000000116,1439.003351,1330.668649,196.838,0.0,-39.305795,7.923795,11.03,0.0,626.527,1175.027,526.557,0.0,-50.226854,20.613854,68.708,0.0,98.876,127.104,-0.03999999999996362,25.0,0.06799999999714146,25.0,0.028000000011616066,27.69672
2025-09-19,713.8000000000029,-76.396213,790.141213,1442.699999999997,1293.992932,148.695068,2156.399999999994,1217.596719,938.836281,-489.901,0.0,-110.887213,90.491213,-47.376,0.0,571.768,699.65,326.615,0.0,832.582932,106.547068,23.003,0.0,111.792,42.148,0.055000000002905836,25.0,0.011999999996987754,25.0,-0.0330000000056998,25.0
2025-09-26,790.5,-837.901136,1628.473136,-549.5999999999913,-501.028487,-48.519513,241.0,-1338.929623,1579.953623,-777.079,0.0,-363.760136,-175.232864,-29.206,0.0,332.144,1803.706,-117.857,0.0,-521.592487,-224.922513,-8.076,0.0,146.497,176.403,-0.07200000000011642,25.0,-0.05199999999128124,25.0,-0.024000000000114596,29.188832460000004
2025-10-03,2200.600000000006,1130.085462,1070.448538,-670.4000000000087,-933.86656,263.43756,1530.1000000000058,196.218902,1333.886098,174.493,0.0,104.752462,117.505538,29.844,0.0,820.996,952.943,98.623,0.0,-1121.37956,152.54356,55.604,0.0,33.286,110.894,0.06600000000571526,25.0,0.02899999999129932,25.0,-0.004999999994197424,25.0
2025-10-10,2573.5,605.846378,1967.714622,533.9000000000087,838.848224,-304.929224,3107.5,1444.694602,1662.785398,-302.559,0.0,28.664378,-407.767378,-51.528,0.0,931.269,2375.482,-286.635,0.0,702.709224,-495.438224,8.557,0.0,414.217,190.509,-0.06099999999992178,25.735609999999998,-0.01899999999125157,25.0,0.01999999999998181,31.0748
2025-10-17,7631.499999999985,1223.945867,6407.499133,2044.5,1070.292988,974.173012,9675.899999999994,2294.238855,7381.672145,97.683,0.0,-103.784133,254.114133,73.863,0.0,1156.184,6153.385,711.874,0.0,224.078988,321.113012,178.445,0.0,-44.105,653.06,0.05499999998482963,76.31445,0.0340000000001055,25.0,-0.011000000004969479,96.75911
2025-10-24,-4021.5,-703.956227,-3317.548773,-1083.199999999997,-580.193903,-502.992097,-5104.700000000012,-1284.15013,-3820.54087,-477.493,0.0,-112.109227,-132.229773,-47.536,0.0,-66.818,-3185.319,-1259.389,0.0,534.972097,-173.194097,215.493,0.0,-71.27,-329.798,0.005000000000109139,40.215050000000005,-0.01399999999711099,25.0,-0.009000000011837983,51.04691
2025-10-31,-1704.8999999999942,717.784498,-2422.613498,-346.20000000001164,84.23059,-430.44059,-2051.0,802.015088,-2853.054088,-51.746,0.0,284.460498,-176.685498,-32.139,0.0,517.209,-2245.928,128.367,0.0,79.49459,-226.68459,-276.074,0.0,152.443,-203.756,-0.07099999999400097,31.40397996,0.009999999988338004,25.0,0.03899999999975989,36.55069176
2025-11-07,-463.6000000000058,198.72534,-662.37034,-825.8999999999942,-820.912235,-4.944765,-1289.5,-622.186895,-667.315105,-425.449,0.0,-27.57666,44.28066,73.258,0.0,578.493,-706.651,-662.277,0.0,-750.042235,52.580235,500.417,0.0,90.99,-57.525,0.04499999999427473,25.0,-0.04299999999416926,25.0,0.002000000000066393,25.0
2025-11-14,2976.100000000006,562.589426,2413.471574,599.3999999999942,178.948515,420.397485,3575.4000000000233,741.537941,2833.869059,59.454,0.0,-183.584574,149.861574,-1.697,0.0,688.417,2263.61,606.687,0.0,10.825515,194.027485,-445.708,0.0,7.144,226.37,0.03900000000567161,29.760610000000003,0.053999999994175596,25.0,-0.006999999976869731,35.754070000000006
2025-11-21,-1616.0,227.521975,-1843.468975,-935.2999999999884,-468.137478,-467.126522,-2551.2000000000116,-240.615503,-2310.595497,-259.506,0.0,-8.105025,-272.912975,-15.905,0.0,511.038,-1570.556,-434.111,0.0,106.635522,-337.471522,35.71,0.0,-176.372,-129.655,-0.05300000000011096,25.0,-0.03599999998834846,25.0,0.010999999988143827,25.51211
2025-11-28,1657.8999999999942,0.517777,1657.412223,606.7999999999884,319.417167,287.358833,2264.7000000000116,319.934944,1944.771056,-133.472,0.0,-71.342223,156.431223,58.648,0.0,146.684,1500.981,791.997,0.0,-643.494833,181.738833,99.622,0.0,71.293,105.62,-0.03000000000588443,25.0,0.02399999998834801,25.0,-0.005999999988489435,25.0
2025-12-05,847.9000000000233,122.424934,725.443066,-1883.199999999997,-2164.906392,281.767392,-1035.3000000000175,-2042.481458,1007.210458,-179.277,0.0,-208.125066,176.581066,63.797,0.0,446.03,548.862,-965.135,0.0,-1157.219392,218.496392,-141.544,0.0,98.992,63.271,0.03200000002323122,25.0,-0.0609999999971933,25.0,-0.029000000017504135,30.496919159999997
2025-12-12,1645.5,175.844762,1469.680238,753.5,426.640748,326.858252,2399.100000000006,602.48551,1796.53849,-83.616,0.0,-72.350238,203.843238,-4.038,0.0,335.849,1265.837,-147.512,0.0,573.887748,241.858252,-64.583,0.0,64.848,85.0,-0.024999999999863576,25.0,0.0010000000000331966,25.0,0.07600000000593354,25.0
2025-12-19,329.5,28.935516,300.518484,468.3000000000029,450.088463,18.175537,797.7000000000116,479.023979,318.694021,-310.656,0.0,-75.479484,-34.943516,-17.68,0.0,432.751,335.462,87.206,0.0,317.591463,-38.679463,138.059,0.0,-92.768,56.855,0.04599999999999227,25.0,0.036000000002921695,25.0,-0.017999999988376203,25.0
2025-12-26,4566.1999999999825,1357.229353,3208.952647,1627.1000000000058,1153.772294,473.287706,6193.1999999999825,2511.001647,3682.240353,107.757,0.0,83.748353,146.657647,-40.022,0.0,1205.746,3062.295,1290.965,0.0,-478.839706,175.568706,88.941,0.0,252.706,297.719,0.017999999982748704,45.66182,0.040000000005704806,25.0,-0.04200000001765147,61.93242
2026-01-02,-261.3999999999942,748.882687,-1010.288687,-892.7000000000116,-636.460698,-256.185302,-1154.0,112.421989,-1266.473989,-210.373,0.0,-15.393313,-135.535687,-18.844,0.0,993.493,-874.753,27.474,0.0,-588.550698,-159.000302,-162.993,0.0,87.609,-97.185,0.006000000005769834,25.0,-0.05400000001168337,25.0,0.052000000000134605,25.0
2026-01-09,530.3999999999942,356.112435,174.319565,-1093.8999999999942,-876.48857,-217.40843,-563.5,-520.376135,-43.088865,-318.004,0.0,-202.203565,-212.295435,-22.816,0.0,899.136,386.615,-1201.915,0.0,-10.98457,-248.46843,-17.071,0.0,353.482,31.06,-0.03200000000583714,25.0,-0.002999999994187874,25.0,-0.03500000000002501,25.0
2026-01-16,2865.3000000000175,716.308224,2149.007776,-5.600000000005821,-168.078476,162.516476,2859.8000000000175,548.229748,2311.524252,-483.01,0.0,-314.848776,-55.444224,-27.597,0.0,1541.764,2204.452,-451.955,0.0,81.528524,-73.315524,109.642,0.0,92.706,235.832,-0.01599999998234125,28.65316,-0.038000000005837364,25.0,0.046000000017556886,28.59754
2026-01-23,7336.5,1613.259821,5723.241179,1045.300000000003,149.565216,895.641784,8381.699999999983,1762.825037,6618.882963,-14.809,0.0,9.259821,301.900179,12.542,0.0,1606.267,5421.341,339.55,0.0,-462.213784,362.378784,55.636,0.0,216.593,533.263,-0.0009999999992942321,73.36501,0.09300000000291675,25.0,-0.00800000001800072,83.81708
2026-01-30,7508.299999999988,3152.81673,4355.43627,-327.8000000000029,-1271.926735,944.210735,7180.5,1880.889995,5299.647005,-434.489,0.0,-165.17327,426.16527,28.774,0.0,3723.705,3929.271,-772.893,0.0,-1110.372735,495.350735,97.497,0.0,513.842,448.86,0.04699999998774729,75.08253,-0.0840000000029022,25.0,-0.03699999999935244,71.80537000000001
2026-02-06,-4322.600000000006,-521.726072,-3800.845928,-357.29999999998836,407.808957,-765.158957,-4679.899999999994,-113.917115,-4566.004885,-355.609,0.0,-77.483072,-258.452928,-53.411,0.0,-35.223,-3542.393,-277.739,0.0,595.382957,-306.150957,-122.741,0.0,212.906,-459.008,-0.02800000000570435,43.22572,0.05000000001166427,25.0,0.02200000000630098,46.799220000000005
2026-02-13,1350.6000000000058,-121.889685,1472.494685,-565.9000000000087,-910.031059,344.155059,784.7000000000116,-1031.920744,1816.649744,-338.211,0.0,-155.626685,112.008685,20.105,0.0,351.843,1360.486,-563.836,0.0,-439.569059,141.820059,32.863,0.0,60.511,202.335,-0.00499999999397005,25.0,-0.024000000008697953,25.0,-0.028999999988400305,28.485704880000004
2026-02-20,1786.7999999999884,756.320096,1030.454904,-8.599999999991269,150.455341,-159.087341,1778.0999999999767,906.775437,871.367563,-308.002,0.0,141.093096,-227.141096,-15.784,0.0,939.013,1257.596,-77.621,0.0,165.164341,-265.249341,26.656,0.0,36.256,106.162,0.024999999988494892,25.0,0.03200000000873615,25.0,-0.04300000002331217,25.0
2026-02-27,2139.600000000006,810.69024,1328.90676,1553.2999999999884,1293.866891,259.501109,3693.0,2104.557131,1588.407869,-133.478,0.0,-45.20776,96.34676,17.989,0.0,971.387,1232.56,1160.335,0.0,-112.641109,108.060109,250.273,0.0,-4.1,151.441,0.003000000005840775,25.0,-0.06800000001152284,25.0,0.035000000000081855,36.92965
2026-03-06,-1994.5,101.250179,-2095.720179,-666.2999999999884,131.923865,-798.300865,-2660.7999999999884,233.174044,-2894.021044,139.194,0.0,31.859179,-543.594179,-23.504,0.0,-46.299,-1552.126,230.252,0.0,39.009865,-631.259865,-122.353,0.0,-14.985,-167.041,-0.03000000000020009,25.0,0.07700000001170793,25.0,0.0470000000118489,31.27195088
2026-03-13,-1713.2999999999884,-693.631071,-1019.704929,-887.8000000000029,-521.40571,-366.36629,-2601.100000000006,-1215.036781,-1386.071219,-164.089,0.0,-60.570071,-251.213929,-7.561,0.0,-461.411,-768.491,300.757,0.0,-661.43471,-288.45129,-223.005,0.0,62.277,-77.915,0.036000000011654265,25.0,-0.028000000002919023,25.0,0.007999999994126483,26.011080000000003
2026-03-20,-2506.600000000006,315.29595,-2820.17995,292.3000000000029,524.920807,-228.434807,-2214.1999999999825,840.216757,-3048.614757,-2.231,0.0,32.19495,54.07505,-3.72,0.0,289.052,-2874.255,-142.748,0.0,912.862807,61.663193,-128.586,0.0,-116.608,-290.098,-1.7160000000058062,31.354759000000005,-4.185999999997051,25.0,-5.801999999982854,38.88831514
2026-03-27,-5301.700000000012,1832.606559,-7134.377559,-299.40000000000873,383.583065,-682.990065,-5601.200000000012,2216.189624,-7817.367624,55.411,0.0,-157.949441,91.636441,70.04,0.0,1865.105,-7226.014,983.975,0.0,-1074.716935,101.571935,-50.487,0.0,524.812,-784.562,0.07099999998808926,89.66984118,0.006999999991194272,25.0,-0.022000000011757948,100.33557248000001
2026-04-03,3001.4000000000233,236.970903,2764.474097,2855.100000000006,2548.357258,306.729742,5856.5,2785.328161,3071.203839,-182.812,0.0,-29.074097,0.578097,21.765,0.0,427.092,2763.896,2874.71,0.0,-181.012742,11.791742,-3.564,0.0,-141.776,294.938,-0.0449999999764259,30.014449999999997,0.01300000000583168,28.55087,-0.03199999999969805,58.56531999999999
2026-04-10,2123.0,25.004801,2098.023199,-338.40000000000873,-1011.819733,673.364733,1784.6000000000058,-986.814932,2771.387932,-38.716,0.0,-179.151199,441.760199,32.913,0.0,209.959,1656.263,-1046.408,0.0,-9.086733,496.175733,-1.374,0.0,45.049,177.189,-0.028000000000247383,25.0,0.05499999999130978,25.0,0.02700000000595537,37.58202864
2026-04-17,1055.0999999999767,16.16605,1038.86695,1732.4000000000087,1406.669826,325.816174,2787.5,1422.835876,1364.683124,87.154,0.0,-138.54495,214.57295,13.5,0.0,54.057,824.294,386.276,0.0,868.740826,248.559174,113.242,0.0,38.411,77.257,0.06699999997658779,25.0,-0.08599999999131569,25.0,-0.019000000000005457,27.875190000000003
2026-04-24,-3319.6999999999825,-1017.720492,-2301.975508,-23.90000000000873,461.179117,-485.127117,-3343.600000000006,-556.541375,-2787.102625,-340.047,0.0,-43.459492,-247.104508,-24.07,0.0,-610.144,-2054.871,-215.118,0.0,759.716117,-292.460117,32.178,0.0,-115.597,-192.667,-0.003999999982625013,33.19696,0.04799999999124793,25.0,0.04399999999395732,33.436440000000005
2026-05-01,-2192.0,-388.525297,-1803.470703,-2171.199999999997,-1996.14554,-175.07946,-4363.200000000012,-2384.670837,-1978.550163,-204.856,0.0,-10.926297,24.417297,-20.163,0.0,-152.58,-1827.888,-486.777,0.0,-1545.78754,17.64954,46.741,0.0,-10.322,-192.729,-0.0039999999999054126,25.0,0.0250000000029047,25.0,0.02099999998858948,43.63221000000001
2026-05-08,2301.5,-5.946895,2307.464895,316.40000000000873,-49.808113,366.253113,2617.9000000000233,-55.755008,2673.718008,-118.255,0.0,-125.401895,122.032895,-36.569,0.0,274.279,2185.432,241.615,0.0,-160.765113,149.126113,-56.354,0.0,-74.304,217.127,-0.018000000000029104,25.0,-0.04499999999126203,25.0,-0.062999999976455,27.29473016
2026-05-15,-3139.2000000000116,-324.826387,-2814.370613,161.39999999999418,800.646586,-639.240586,-2977.8000000000175,475.820199,-3453.611199,-54.316,0.0,54.768613,-315.894613,-31.519,0.0,-293.76,-2498.476,-19.135,0.0,692.507586,-360.605586,29.856,0.0,97.418,-278.635,-0.003000000011525117,31.39197,-0.006000000005769834,25.0,-0.009000000017294951,39.29431398
2026-05-22,-1045.3999999999942,354.304024,-1399.701024,-235.60000000000582,-33.915687,-201.757313,-1281.0,320.388337,-1601.458337,42.879,0.0,103.767024,-72.037024,-23.169,0.0,230.827,-1327.664,695.922,0.0,-634.662687,-90.579313,-112.894,0.0,17.719,-111.178,-0.0029999999942447175,25.0,0.07299999999418105,25.0,0.07000000000016371,25.0
2026-05-29,1071.1000000000058,82.842686,988.264314,1608.6000000000058,1405.205714,203.481286,2679.8000000000175,1488.0484,1191.7456,-68.467,0.0,-48.207314,89.546314,7.119,0.0,192.398,898.718,330.513,0.0,927.093714,104.565286,98.574,0.0,49.025,98.916,-0.00699999999415013,25.0,-0.08699999999413421,25.0,0.0060000000175932655,26.79794
2026-06-05,-2632.3000000000175,-476.34019,-2155.99781,-1532.199999999997,-1183.009338,-349.261662,-4164.600000000006,-1659.349528,-2505.259472,-384.015,0.0,163.26881,-145.82681,-11.925,0.0,-243.669,-2010.171,-45.438,0.0,-954.780338,-147.007662,-67.7,0.0,-115.091,-202.254,0.03799999998227577,26.323379999999997,0.07100000000298223,25.0,0.008999999994102836,41.64609000000001
2026-06-12,-4631.299999999988,-560.467341,-4070.850659,314.6999999999971,765.42592,-450.72392,-4316.700000000012,204.958579,-4521.574579,-176.698,0.0,-400.700341,-4.089659,-4.793,0.0,21.724,-4066.761,-254.315,0.0,1059.66592,-27.33892,-86.676,0.0,46.751,-423.385,0.018000000011852535,46.31318,-0.002000000002908564,25.0,-0.08400000001165608,47.26533158
2026-06-19,-1064.3999999999942,-132.689796,-931.697204,1222.800000000003,1589.112846,-366.258846,158.5,1456.42305,-1297.95605,-316.725,0.0,-12.113796,-250.611204,-42.821,0.0,238.97,-681.086,736.098,0.0,635.716846,-312.237846,-130.637,0.0,347.935,-54.021,-0.012999999994121936,25.0,-0.05399999999707461,25.0,0.032999999999901775,27.543791000000002
2026-06-26,-2982.100000000006,-790.125299,-2191.911701,-716.6999999999971,-319.588052,-397.121948,-3698.6999999999825,-1109.713351,-2589.033649,-95.502,0.0,-101.375299,-122.584701,14.22,0.0,-607.468,-2069.327,-227.409,0.0,-98.296052,-151.697948,37.711,0.0,-31.594,-245.424,-0.06300000000555883,29.820370000000004,0.01000000000288992,25.0,0.04700000001776061,36.98747
2026-07-03,2753.7999999999884,557.184429,2196.530571,-3471.0,-3807.868417,336.811417,-717.4000000000233,-3250.683988,2533.341988,-9.283,0.0,-100.858571,81.878571,35.597,0.0,631.729,2114.652,-2265.346,0.0,-1601.966417,108.145417,196.669,0.0,-137.225,228.666,0.0849999999886677,27.537149999999997,0.05700000000013006,41.44679834000001,-0.05800000002318484,57.84025976000001
2026-07-10,-2015.5999999999767,-652.153468,-1363.404532,1157.0,1345.103426,-188.045426,-858.5,692.949958,-1551.449958,-119.771,0.0,-156.646468,-46.697532,2.894,0.0,-378.63,-1316.707,218.545,0.0,891.837426,-53.531426,255.671,0.0,-20.95,-134.514,-0.04199999997672421,25.0,-0.05799999999990746,25.0,-2.2737367544323206e-13,25.0
2026-07-17,-2153.9000000000233,-334.260137,-1819.634863,5427.099999999991,5593.644762,-166.553762,3273.2000000000116,5259.384625,-1986.188625,-42.893,0.0,-58.128137,32.844137,20.811,0.0,-254.05,-1852.479,2930.837,0.0,1874.799762,33.942238,116.549,0.0,671.459,-200.496,-0.005000000023301254,25.0,0.008999999991374352,57.60198524,0.004000000011956217,72.4557325
2026-07-24,1078.5,387.34562,691.12538,1898.199999999997,1973.174134,-74.998134,2976.7000000000116,2360.519754,616.127246,150.431,0.0,18.72862,-135.41462,-45.801,0.0,263.987,826.54,1782.548,0.0,375.290134,-171.674134,-92.792,0.0,-91.872,96.676,0.028999999999996362,25.0,0.02399999999698821,25.0,0.053000000011707016,29.766469999999998
2026-07-31,240.80000000001746,-212.050483,452.862483,-2971.5,-3333.66856,362.16856,-2730.7000000000116,-3545.719043,815.031043,-103.439,0.0,-0.051483,277.768483,26.691,0.0,-135.251,175.094,-2225.116,0.0,-310.85656,351.25156,5.751,0.0,-803.447,10.917,-0.011999999982549525,25.0,5.684341886080802e-14,36.9583712,-0.012000000011539669,43.60750086
2026-08-07,6122.799999999988,1401.816228,4720.950772,970.1000000000058,367.731062,602.336938,7092.799999999988,1769.54729,5323.28771,929.888,0.0,-32.072772,100.553772,24.76,0.0,479.241,4620.397,-93.791,0.0,326.898062,132.752938,65.541,0.0,69.083,469.584,0.03299999998853309,61.227669999999996,0.03200000000572345,25.0,-0.03500000001167791,70.92835
2026-08-14,-195.29999999998836,-1056.445654,861.203654,913.1999999999971,759.098942,154.190058,718.0,-297.346712,1015.393712,-827.169,0.0,-30.243654,58.566654,-1.868,0.0,-197.165,802.637,271.625,0.0,488.044942,76.580058,9.845,0.0,-10.416,77.61,-0.05799999998828298,25.0,-0.08900000000286923,25.0,-0.047000000000025466,25.0
2026-08-21,4802.600000000006,774.704442,4027.911558,1064.9000000000087,361.040266,703.804734,5867.5,1135.744708,4731.716292,315.702,0.0,244.428442,234.687558,24.648,0.0,189.926,3793.224,854.278,0.0,-185.390734,326.179734,-19.328,0.0,-288.519,377.625,-0.015999999994164682,48.026160000000004,0.055000000008703864,25.0,0.03899999999975989,58.67461
2026-08-28,-458.80000000001746,-631.644295,172.850295,-2205.300000000003,-2076.877585,-128.415415,-2664.0999999999767,-2708.52188,44.43488,-98.012,0.0,78.881705,-117.900705,34.286,0.0,-646.8,290.751,-145.901,0.0,-1874.095585,-156.860415,34.588,0.0,-91.469,28.445,-0.0060000000173943135,25.0,-0.007000000002733486,25.0,-0.012999999976933907,27.529567599999996
2026-09-04,-2635.6999999999825,-168.022208,-2467.661792,-375.3000000000029,-108.87376,-266.38124,-3010.9000000000233,-276.895968,-2734.043032,-14.457,0.0,-82.389208,-20.554792,17.956,0.0,-89.132,-2447.107,-322.861,0.0,-34.25476,-26.95324,-90.234,0.0,338.476,-239.428,-0.015999999982795998,26.35684,-0.04500000000291493,25.0,0.03899999997656778,30.109389999999998
